id_client,nom,type_client,ville,region,telephone,email,date_creation,segment,conditions_paiement,plafond_credit
21870,Societe é,Professionnel,,Hauts-Bassins,+226 71 67 52 67 13,contact21870@entreprise.bf,2022-04-01,Standard,30 j,500000
21871,Menage 21871,Particulier,Koudougou,Centre-Ouest,+226 78 22 27 16 99,,2016-08-20,Standard,Comptant,0
21872,Chantiers p,Professionnel,Koudougou,Centre-Ouest,+226 78 52 56 56 96,,2016-08-31,Standard,Comptant,0
21873,Menage 21873,Particulier,Ziniaré,Plateau-Central,+226 79 42 87 64 48,,2022-11-16,Or,30 j,0
21874,Ets a,Professionnel,Koudougou,Centre-Ouest,+226 77 38 87 43 58,contact21874@outlook.fr,2021-01-28,Argent,Comptant,250000
21875,SARL o,Professionnel,Ouagadougou,Centre,+226 72 45 78 25 40,contact21875@gmail.com,2018-01-17,Standard,30 j,0
21876,Menage 21876,Particulier,Kaya,Centre-Nord,+226 70 66 49 43 58,,2023-11-24,Standard,Comptant,250000
21877,SARL é,Entreprise,Kaya,Centre-Nord,+226 73 67 78 84 38,,2022-06-05,Standard,30 j,0
21878,Menage 21878,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 71 60 45 58 45,,2025-05-06,Standard,30 j,250000
21879,Ets a,Professionnel,Koudougou,Centre-Ouest,+226 71 92 43 22 61,contact21879@yahoo.fr,2016-11-20,Standard,Comptant,0
21880,Chantiers u,Professionnel,Ouagadougou,Centre,+226 73 55 24 88 76,,2022-05-13,Standard,Comptant,0
21881,Menage 21881,Particulier,Koudougou,Centre-Ouest,+226 78 68 11 60 53,,2016-03-15,Standard,Comptant,500000
21882,SARL o,Administration,Ziniaré,Plateau-Central,+226 79 63 16 73 66,,2018-05-20,Standard,Comptant,0
21883,Ets C,Professionnel,Ouagadougou,Centre,+226 71 31 72 64 32,contact21883@yahoo.fr,2022-04-13,Or,Comptant,500000
21884,Ets a,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 72 43 64 83 74,,2017-08-18,Argent,Comptant,0
21885,Menage 21885,Particulier,Ouagadougou,Centre,+226 71 34 58 67 70,,2016-08-28,Standard,30 j,500000
21886,Menage 21886,Particulier,Koudougou,Centre-Ouest,+226 77 50 57 81 14,,2019-11-05,Standard,Comptant,0
21887,SARL m,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 78 71 98 19 44,,2026-01-14,Standard,30 j,0
21888,SARL r,Administration,Ouagadougou,Centre,+226 79 85 72 60 76,contact21888@yahoo.fr,2017-10-07,Standard,Comptant,0
21889,Ets a,Administration,Ziniaré,Plateau-Central,+226 70 63 61 64 96,,2023-01-31,Standard,Comptant,500000
21890,Societe k,Professionnel,Ouagadougou,Centre,+226 70 30 58 39 92,,2025-02-25,Standard,Comptant,0
21891,Menage 21891,Particulier,Ouagadougou,Centre,+226 73 52 22 88 98,,2026-04-24,Argent,Comptant,0
21892,Menage 21892,Particulier,Ouagadougou,Centre,+226 71 73 29 59 42,,2025-11-05,Standard,Comptant,250000
21893,Menage 21893,Particulier,Koudougou,Centre-Ouest,+226 73 87 15 57 45,,2021-12-16,Standard,Comptant,0
21894,Chantiers b,Professionnel,Kaya,Centre-Nord,+226 77 39 49 45 70,contact21894@entreprise.bf,2024-03-14,Argent,Comptant,0
21895,Societe a,Entreprise,Koudougou,Centre-Ouest,+226 73 30 37 99 71,contact21895@gmail.com,2022-05-04,Or,30 j,0
21896,Menage 21896,Particulier,Ouagadougou,Centre,+226 78 20 43 86 94,,2021-11-20,Standard,Comptant,0
21897,Societe a,Professionnel,,Centre,+226 70 39 97 89 84,,2022-01-14,Standard,30 j,500000
21898,Ets r,Professionnel,Ouagadougou,Centre,+226 70 94 46 78 24,contact21898@outlook.fr,2018-06-03,Standard,30 j,0
21899,Menage 21899,Particulier,,Centre,+226 78 65 91 59 19,,2021-12-14,Or,Comptant,0
21900,Societe o,Professionnel,Ouagadougou,Centre,+226 72 40 30 53 47,contact21900@entreprise.bf,2019-12-13,Standard,30 j,0
21901,Ets p,Professionnel,Ziniaré,Plateau-Central,+226 75 60 60 72 95,,2024-10-02,Argent,Comptant,0
21902,Menage 21902,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 70 40 15 25 85,,2025-04-25,Standard,30 j,0
21903,Societe a,Professionnel,Ouagadougou,Centre,+226 76 74 52 83 30,contact21903@outlook.fr,2020-06-03,Argent,Comptant,0
21904,Societe u,Entreprise,Bobo-Dioulasso,Hauts-Bassins,+226 73 20 69 68 91,contact21904@yahoo.fr,2020-10-11,Standard,Comptant,500000
21905,Menage 21905,Particulier,Ouagadougou,Centre,+226 75 37 50 97 49,,2023-06-10,Standard,30 j,0
21906,Menage 21906,Particulier,Kaya,Centre-Nord,+226 71 43 36 89 78,,2023-01-24,Standard,30 j,0
21907,Menage 21907,Particulier,Ouagadougou,Centre,+226 77 36 11 81 35,,2020-11-01,Argent,Comptant,250000
21908,Ets Z,Professionnel,Kaya,Centre-Nord,+226 70 47 60 42 29,contact21908@gmail.com,2019-05-26,Standard,Comptant,0
21909,Ets g,Professionnel,Ouagadougou,Centre,+226 75 74 48 23 10,contact21909@gmail.com,2016-09-07,Standard,Comptant,250000
21910,Ets o,Administration,Koudougou,Centre-Ouest,+226 70 22 85 37 48,contact21910@yahoo.fr,2021-01-15,Argent,Comptant,5000000
21911,Menage 21911,Particulier,Kaya,Centre-Nord,+226 74 49 73 99 81,,2025-06-13,Standard,30 j,0
21912,Menage 21912,Particulier,Ouagadougou,Centre,+226 75 31 68 35 77,,2026-01-20,Standard,Comptant,500000
21913,SARL s,Professionnel,Ouagadougou,Centre,+226 70 58 89 19 51,contact21913@gmail.com,2021-10-10,Or,30 j,250000
21914,Chantiers a,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 79 48 27 50 79,contact21914@outlook.fr,2023-12-25,Or,30 j,0
21915,Menage 21915,Particulier,Ouagadougou,Centre,+226 78 21 49 78 96,,2022-10-19,Standard,Comptant,0
21916,Societe i,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 74 90 63 62 51,contact21916@yahoo.fr,2024-08-25,Standard,Comptant,0
21917,Societe b,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 74 93 22 40 56,contact21917@gmail.com,2020-06-09,Argent,Comptant,1500000
21918,Menage 21918,Particulier,Ouagadougou,Centre,+226 79 54 15 17 29,,2023-03-28,Argent,Comptant,1500000
21919,Menage 21919,Particulier,Ouagadougou,Centre,+226 78 37 33 75 81,,2019-02-02,Argent,30 j,0
21920,Menage 21920,Particulier,Ouagadougou,Centre,+226 78 55 92 57 87,,2025-06-24,Argent,Comptant,250000
21921,SARL p,Professionnel,Ouagadougou,Centre,+226 77 96 26 27 95,contact21921@gmail.com,2017-12-24,Argent,30 j,250000
21922,Menage 21922,Particulier,Ouagadougou,Centre,+226 76 33 58 44 89,,2024-10-08,Standard,Comptant,0
21923,Societe r,Professionnel,Ouagadougou,Centre,+226 78 92 16 96 97,,2020-09-22,Standard,Comptant,250000
21924,Menage 21924,Particulier,Koudougou,Centre-Ouest,+226 78 92 96 47 55,,2024-12-09,Argent,60 j,0
21925,Menage 21925,Particulier,Ouagadougou,Centre,+226 71 48 52 30 45,,2019-07-07,Or,Comptant,1500000
21926,Menage 21926,Particulier,Kaya,Centre-Nord,+226 70 75 51 78 59,,2017-10-30,Standard,30 j,0
21927,Chantiers b,Professionnel,Ouagadougou,Centre,+226 79 91 82 64 10,contact21927@entreprise.bf,2017-01-02,Standard,Comptant,250000
21928,Menage 21928,Particulier,Ouagadougou,Centre,+226 73 67 19 23 57,,2023-03-27,Or,30 j,1500000
21929,Menage 21929,Particulier,Ouagadougou,Centre,+226 75 21 76 28 87,,2017-04-21,Standard,60 j,250000
21930,Menage 21930,Particulier,Koudougou,Centre-Ouest,+226 79 91 74 73 30,,2023-08-18,Standard,Comptant,500000
21931,Menage 21931,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 71 55 31 80 83,,2020-10-10,Standard,Comptant,0
21932,Menage 21932,Particulier,Koudougou,Centre-Ouest,+226 76 17 39 97 46,,2024-05-25,Standard,Comptant,250000
21933,SARL t,Entreprise,Bobo-Dioulasso,Hauts-Bassins,+226 78 63 28 55 46,,2023-12-07,Or,30 j,500000
21934,SARL a,Professionnel,Ouagadougou,Centre,+226 73 45 87 58 63,contact21934@yahoo.fr,2019-01-10,Standard,Comptant,0
21935,Chantiers n,Entreprise,Ziniaré,Plateau-Central,+226 76 18 30 54 33,contact21935@outlook.fr,2020-02-21,Standard,Comptant,250000
21936,Menage 21936,Particulier,Ouagadougou,Centre,+226 79 68 20 92 16,,2026-04-08,Standard,30 j,0
21937,Ets a,Administration,Bobo-Dioulasso,Hauts-Bassins,+226 71 29 42 80 17,contact21937@gmail.com,2021-10-09,Argent,Comptant,500000
21938,Menage 21938,Particulier,Koudougou,Centre-Ouest,+226 75 52 70 46 73,,2017-01-30,Argent,Comptant,1500000
21939,Menage 21939,Particulier,Ouagadougou,Centre,+226 78 12 30 30 95,,2017-05-21,Standard,Comptant,500000
21940,Ets n,Entreprise,Ouagadougou,Centre,+226 76 20 77 18 18,,2019-03-15,Or,30 j,500000
21941,Menage 21941,Particulier,Ouagadougou,Centre,+226 73 25 66 87 59,,2026-05-27,Standard,Comptant,500000
21942,Societe t,Professionnel,Kaya,Centre-Nord,+226 75 31 10 13 80,contact21942@outlook.fr,2019-10-05,Standard,Comptant,0
21943,Ets b,Entreprise,Bobo-Dioulasso,Hauts-Bassins,+226 74 23 91 97 59,contact21943@outlook.fr,2020-01-14,Argent,60 j,1500000
21944,Ets é,Professionnel,Ouagadougou,Centre,+226 77 20 47 38 85,contact21944@entreprise.bf,2025-09-03,Or,30 j,1500000
21945,Menage 21945,Particulier,Ouagadougou,Centre,+226 74 81 97 24 83,,2026-04-08,Standard,Comptant,0
21946,Menage 21946,Particulier,Ouagadougou,Centre,+226 73 51 95 79 99,,2017-09-13,Argent,Comptant,0
21947,SARL o,Professionnel,Koudougou,Centre-Ouest,+226 76 77 14 30 80,contact21947@gmail.com,2021-05-07,Argent,Comptant,250000
21948,Ets a,Professionnel,Kaya,Centre-Nord,+226 76 33 34 67 26,contact21948@outlook.fr,2017-12-13,Or,Comptant,0
21949,Societe é,Entreprise,,Centre-Nord,+226 75 28 35 22 26,contact21949@gmail.com,2021-01-02,Standard,30 j,250000
21950,SARL K,Administration,Bobo-Dioulasso,Hauts-Bassins,+226 73 31 92 49 10,,2025-04-18,Standard,Comptant,0
21951,Menage 21951,Particulier,Ouagadougou,Centre,+226 73 11 17 76 97,,2021-03-01,Standard,Comptant,500000
21952,Menage 21952,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 78 58 13 52 69,,2018-08-15,Standard,Comptant,500000
21953,SARL a,Entreprise,Bobo-Dioulasso,Hauts-Bassins,+226 70 53 25 28 16,contact21953@outlook.fr,2025-07-30,Standard,30 j,500000
21954,Menage 21954,Particulier,Ouagadougou,Centre,+226 75 86 32 72 62,,2021-03-31,Standard,Comptant,5000000
21955,Menage 21955,Particulier,Ouagadougou,Centre,+226 77 83 68 66 22,,2021-11-05,Argent,30 j,500000
21956,Menage 21956,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 77 68 34 75 89,,2025-06-14,Argent,Comptant,0
21957,Menage 21957,Particulier,Koudougou,Centre-Ouest,+226 74 44 52 73 27,,2019-06-15,Argent,30 j,5000000
21958,Menage 21958,Particulier,Ouagadougou,Centre,+226 71 92 28 32 61,,2021-04-27,Standard,30 j,0
21959,Societe t,Professionnel,Koudougou,Centre-Ouest,+226 72 31 10 24 90,contact21959@yahoo.fr,2022-02-07,Or,Comptant,250000
21960,Menage 21960,Particulier,Ouagadougou,Centre,+226 75 65 93 37 71,,2017-12-18,Standard,Comptant,500000
21961,Chantiers a,Professionnel,Ouagadougou,Centre,+226 78 77 60 26 79,contact21961@entreprise.bf,2016-11-12,Argent,Comptant,0
21962,Menage 21962,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 75 65 21 28 30,,2020-01-29,Argent,Comptant,500000
21963,Menage 21963,Particulier,Ziniaré,Plateau-Central,+226 79 21 16 37 18,,2016-08-13,Argent,Comptant,0
21964,Menage 21964,Particulier,Ziniaré,Plateau-Central,+226 75 83 16 81 96,,2016-06-27,Argent,Comptant,1500000
21965,SARL o,Professionnel,Ouagadougou,Centre,+226 71 88 82 31 30,contact21965@outlook.fr,2018-12-28,Argent,30 j,500000
21966,Menage 21966,Particulier,Ouagadougou,Centre,+226 78 17 45 67 53,,2016-05-07,Standard,30 j,1500000
21967,Ets r,Professionnel,Ouagadougou,Centre,+226 78 17 54 76 51,,2025-12-25,Standard,Comptant,0
21968,SARL t,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 73 78 80 21 68,,2016-10-01,Or,30 j,0
21969,Chantiers r,Professionnel,Kaya,Centre-Nord,+226 70 13 35 14 59,contact21969@gmail.com,2025-07-27,Standard,Comptant,1500000
21970,Menage 21970,Particulier,Ouagadougou,Centre,+226 74 90 70 51 95,,2016-12-22,Standard,60 j,0
21971,Menage 21971,Particulier,Kaya,Centre-Nord,+226 74 31 82 47 99,,2024-08-11,Standard,Comptant,1500000
21972,Menage 21972,Particulier,Ouagadougou,Centre,+226 77 31 51 66 11,,2021-08-03,Standard,30 j,0
21973,Menage 21973,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 76 76 67 23 96,,2022-10-18,Argent,Comptant,500000
21974,Menage 21974,Particulier,,Centre,+226 72 11 36 92 71,,2024-07-22,Standard,30 j,250000
21975,Menage 21975,Particulier,,Centre-Nord,+226 74 95 86 80 81,,2021-09-10,Standard,30 j,250000
21976,Menage 21976,Particulier,,Centre-Ouest,+226 79 46 79 30 85,,2019-04-27,Standard,Comptant,500000
21977,Ets a,Entreprise,Kaya,Centre-Nord,+226 73 78 43 52 89,contact21977@entreprise.bf,2017-10-31,Argent,Comptant,500000
21978,Menage 21978,Particulier,Ouagadougou,Centre,+226 78 72 34 52 18,,2023-05-10,Argent,30 j,500000
21979,Menage 21979,Particulier,Ouagadougou,Centre,+226 79 86 34 77 13,,2025-02-24,Argent,Comptant,250000
21980,Menage 21980,Particulier,Ziniaré,Plateau-Central,+226 71 74 56 75 31,,2019-09-14,Standard,60 j,1500000
21981,Ets S,Professionnel,Ouagadougou,Centre,+226 71 25 32 27 87,contact21981@yahoo.fr,2018-11-26,Argent,60 j,0
21982,Menage 21982,Particulier,Ouagadougou,Centre,+226 76 57 54 28 45,,2026-01-24,Standard,Comptant,1500000
21983,SARL r,Professionnel,Ouagadougou,Centre,+226 73 64 71 17 26,contact21983@gmail.com,2022-06-15,Or,60 j,5000000
21984,Menage 21984,Particulier,Ouagadougou,Centre,+226 74 57 98 19 43,,2024-09-25,Standard,60 j,0
21985,Menage 21985,Particulier,Ouagadougou,Centre,+226 73 39 54 73 79,,2023-08-31,Argent,Comptant,0
21986,Menage 21986,Particulier,Ouagadougou,Centre,+226 72 61 32 61 64,,2025-03-15,Argent,Comptant,500000
21987,SARL B,Professionnel,,Centre-Ouest,+226 79 67 76 11 67,,2025-10-04,Standard,Comptant,1500000
21988,Chantiers a,Professionnel,,Plateau-Central,+226 76 88 23 64 60,,2023-12-13,Standard,Comptant,0
21989,Ets D,Entreprise,Ouagadougou,Centre,+226 79 31 76 85 31,contact21989@outlook.fr,2020-01-18,Or,Comptant,500000
21990,Ets a,Entreprise,Ouagadougou,Centre,+226 72 93 30 39 45,,2023-09-29,Or,Comptant,0
21991,Societe é,Professionnel,Ouagadougou,Centre,+226 74 42 67 28 10,contact21991@outlook.fr,2018-04-22,Standard,30 j,250000
21992,Menage 21992,Particulier,Ouagadougou,Centre,+226 70 21 90 13 74,,2017-09-19,Standard,Comptant,500000
21993,Societe o,Administration,Ouagadougou,Centre,+226 74 87 95 80 93,contact21993@outlook.fr,2017-05-29,Standard,Comptant,500000
21994,Societe o,Professionnel,Ouagadougou,Centre,+226 77 20 98 14 25,contact21994@outlook.fr,2025-08-25,Argent,Comptant,0
21995,Ets o,Professionnel,Koudougou,Centre-Ouest,+226 75 70 96 88 39,,2019-07-14,Standard,Comptant,250000
21996,Menage 21996,Particulier,Ziniaré,Plateau-Central,+226 78 78 93 47 87,,2024-04-16,Standard,Comptant,0
21997,SARL a,Administration,Ouagadougou,Centre,+226 72 62 48 80 41,contact21997@yahoo.fr,2016-08-19,Standard,Comptant,0
21998,Ets g,Entreprise,Bobo-Dioulasso,Hauts-Bassins,+226 70 76 40 28 62,,2016-12-11,Argent,Comptant,250000
21999,SARL n,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 71 55 22 21 98,contact21999@yahoo.fr,2024-06-27,Argent,Comptant,250000
22000,Menage 22000,Particulier,Ziniaré,Plateau-Central,+226 78 35 59 26 89,,2025-09-27,Argent,60 j,0
22001,Menage 22001,Particulier,Ouagadougou,Centre,+226 71 54 30 67 71,,2025-09-23,Argent,30 j,250000
22002,Menage 22002,Particulier,Ouagadougou,Centre,+226 77 34 16 93 38,,2017-02-17,Argent,30 j,1500000
22003,Societe g,Professionnel,Ouagadougou,Centre,+226 70 27 60 29 86,,2017-01-14,Standard,60 j,500000
22004,Menage 22004,Particulier,,Centre,+226 72 83 74 29 54,,2024-02-22,Argent,Comptant,0
22005,Menage 22005,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 72 23 66 26 39,,2020-11-24,Argent,30 j,0
22006,Ets n,Entreprise,Bobo-Dioulasso,Hauts-Bassins,+226 73 20 95 93 25,,2016-07-20,Or,Comptant,0
22007,Societe n,Administration,Bobo-Dioulasso,Hauts-Bassins,+226 71 55 72 89 94,,2017-05-07,Argent,Comptant,500000
22008,Societe u,Entreprise,Ouagadougou,Centre,+226 77 19 61 22 51,,2019-09-14,Standard,Comptant,0
22009,Chantiers n,Entreprise,Kaya,Centre-Nord,+226 79 83 47 49 81,contact22009@entreprise.bf,2017-10-06,Or,30 j,250000
22010,Menage 22010,Particulier,Koudougou,Centre-Ouest,+226 72 70 37 30 94,,2018-10-29,Standard,30 j,250000
22011,Menage 22011,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 75 11 19 80 79,,2024-12-12,Argent,30 j,0
22012,Menage 22012,Particulier,Ouagadougou,Centre,+226 76 32 26 39 44,,2017-01-15,Argent,30 j,1500000
22013,Ets B,Administration,Kaya,Centre-Nord,+226 77 40 58 95 34,contact22013@entreprise.bf,2025-04-25,Standard,30 j,1500000
22014,Chantiers u,Professionnel,Ouagadougou,Centre,+226 74 19 10 75 73,contact22014@yahoo.fr,2024-06-21,Or,30 j,1500000
22015,Menage 22015,Particulier,Ouagadougou,Centre,+226 70 48 41 53 82,,2018-03-07,Standard,30 j,250000
22016,Ets r,Professionnel,Ouagadougou,Centre,+226 77 57 43 36 34,contact22016@entreprise.bf,2026-02-27,Standard,60 j,5000000
22017,Societe o,Professionnel,Kaya,Centre-Nord,+226 70 27 89 63 39,contact22017@yahoo.fr,2021-12-09,Standard,30 j,500000
22018,Societe a,Professionnel,Koudougou,Centre-Ouest,+226 79 25 23 51 26,,2023-08-20,Argent,Comptant,250000
22019,Menage 22019,Particulier,Ouagadougou,Centre,+226 72 87 78 25 62,,2025-12-27,Argent,60 j,0
22020,Menage 22020,Particulier,Ouagadougou,Centre,+226 74 97 84 62 15,,2021-01-15,Argent,Comptant,250000
22021,SARL Y,Professionnel,Ouagadougou,Centre,+226 72 75 37 56 56,,2020-04-20,Standard,60 j,250000
22022,Menage 22022,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 71 75 85 49 67,,2025-12-27,Argent,Comptant,0
22023,Societe u,Professionnel,Kaya,Centre-Nord,+226 76 75 97 40 41,contact22023@entreprise.bf,2017-01-16,Argent,Comptant,0
22024,Societe k,Entreprise,Ouagadougou,Centre,+226 74 47 47 30 23,contact22024@outlook.fr,2019-04-02,Argent,Comptant,0
22025,Menage 22025,Particulier,Ouagadougou,Centre,+226 74 35 36 71 47,,2025-11-07,Standard,Comptant,0
22026,Menage 22026,Particulier,Ouagadougou,Centre,+226 72 66 85 52 28,,2016-07-26,Standard,30 j,250000
22027,Menage 22027,Particulier,Koudougou,Centre-Ouest,+226 75 50 29 98 45,,2022-12-21,Argent,Comptant,500000
22028,Menage 22028,Particulier,,Centre,+226 76 71 39 17 78,,2018-05-31,Or,30 j,0
22029,Menage 22029,Particulier,,Centre-Nord,+226 74 44 86 20 54,,2016-10-11,Standard,Comptant,250000
22030,SARL N,Professionnel,Ouagadougou,Centre,+226 75 23 21 88 57,contact22030@outlook.fr,2025-07-17,Argent,Comptant,250000
22031,Menage 22031,Particulier,Ouagadougou,Centre,+226 72 30 68 94 19,,2016-08-16,Standard,Comptant,0
22032,SARL a,Professionnel,Ouagadougou,Centre,+226 72 37 12 12 47,contact22032@gmail.com,2023-10-18,Standard,Comptant,500000
22033,SARL k,Professionnel,Ouagadougou,Centre,+226 78 16 38 69 39,contact22033@gmail.com,2020-05-10,Standard,Comptant,0
22034,Societe a,Professionnel,Ouagadougou,Centre,+226 77 28 84 91 94,contact22034@entreprise.bf,2021-06-02,Or,60 j,250000
22035,Menage 22035,Particulier,Kaya,Centre-Nord,+226 72 91 24 35 69,,2016-12-29,Argent,30 j,1500000
22036,SARL r,Entreprise,Ouagadougou,Centre,+226 73 85 80 42 12,,2026-03-06,Standard,Comptant,0
22037,Societe a,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 73 98 11 17 11,contact22037@entreprise.bf,2018-09-30,Argent,30 j,0
22038,Menage 22038,Particulier,Koudougou,Centre-Ouest,+226 73 60 57 72 54,,2022-01-06,Argent,Comptant,0
22039,Menage 22039,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 72 74 26 87 69,,2021-10-08,Standard,30 j,250000
22040,Menage 22040,Particulier,Koudougou,Centre-Ouest,+226 71 50 31 27 79,,2020-04-16,Standard,Comptant,5000000
22041,Menage 22041,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 72 22 67 22 39,,2022-08-18,Standard,Comptant,0
22042,SARL é,Entreprise,Koudougou,Centre-Ouest,+226 78 62 85 58 26,,2023-04-05,Standard,Comptant,500000
22043,Ets o,Administration,Bobo-Dioulasso,Hauts-Bassins,+226 78 73 30 48 16,contact22043@outlook.fr,2024-12-01,Argent,Comptant,500000
22044,Chantiers r,Entreprise,Ouagadougou,Centre,+226 75 55 57 40 33,contact22044@gmail.com,2017-01-07,Standard,Comptant,0
22045,Menage 22045,Particulier,Kaya,Centre-Nord,+226 73 26 68 78 81,,2022-01-08,Standard,Comptant,500000
22046,Menage 22046,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 75 22 10 34 34,,2024-12-05,Standard,30 j,0
22047,Societe o,Professionnel,,Hauts-Bassins,+226 73 62 23 96 45,contact22047@yahoo.fr,2024-04-30,Argent,30 j,0
22048,Menage 22048,Particulier,Ouagadougou,Centre,+226 75 35 71 23 25,,2020-07-29,Standard,Comptant,250000
22049,Menage 22049,Particulier,Koudougou,Centre-Ouest,+226 75 37 40 28 35,,2019-05-31,Standard,Comptant,250000
22050,Ets g,Professionnel,Koudougou,Centre-Ouest,+226 71 53 38 17 46,contact22050@gmail.com,2024-09-23,Standard,Comptant,0
22051,Ets o,Professionnel,Ouagadougou,Centre,+226 70 22 69 83 92,contact22051@outlook.fr,2025-04-22,Standard,Comptant,0
22052,Societe b,Entreprise,Bobo-Dioulasso,Hauts-Bassins,+226 79 42 27 58 34,contact22052@outlook.fr,2022-03-08,Argent,30 j,0
22053,Menage 22053,Particulier,Kaya,Centre-Nord,+226 77 67 42 51 48,,2025-03-03,Argent,30 j,0
22054,Ets é,Professionnel,Koudougou,Centre-Ouest,+226 78 81 17 45 71,,2019-07-28,Argent,Comptant,500000
22055,Menage 22055,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 72 88 44 49 41,,2021-01-01,Standard,30 j,0
22056,SARL a,Entreprise,Ouagadougou,Centre,+226 71 24 66 61 81,contact22056@outlook.fr,2023-09-10,Standard,Comptant,0
22057,Menage 22057,Particulier,Koudougou,Centre-Ouest,+226 79 78 82 75 17,,2018-03-09,Or,Comptant,500000
22058,Menage 22058,Particulier,,Plateau-Central,+226 71 17 29 60 61,,2022-03-03,Argent,30 j,0
22059,Menage 22059,Particulier,Koudougou,Centre-Ouest,+226 74 23 19 60 24,,2021-03-11,Argent,Comptant,500000
22060,Menage 22060,Particulier,,Centre,+226 73 33 79 54 66,,2024-03-29,Standard,30 j,0
22061,Menage 22061,Particulier,Kaya,Centre-Nord,+226 70 87 20 58 89,,2023-04-08,Standard,30 j,0
22062,Societe a,Entreprise,Ouagadougou,Centre,+226 75 51 71 82 74,,2022-11-04,Or,30 j,0
22063,Ets a,Administration,,Centre,+226 74 54 97 28 61,,2016-01-10,Argent,30 j,500000
22064,Menage 22064,Particulier,Ouagadougou,Centre,+226 78 91 27 43 50,,2020-08-07,Standard,Comptant,250000
22065,SARL d,Professionnel,Ouagadougou,Centre,+226 72 14 44 27 30,contact22065@yahoo.fr,2024-11-28,Argent,30 j,250000
22066,Menage 22066,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 72 71 58 77 23,,2020-03-30,Standard,Comptant,1500000
22067,Menage 22067,Particulier,Ouagadougou,Centre,+226 71 79 70 49 42,,2019-10-25,Standard,Comptant,500000
22068,Menage 22068,Particulier,Ouagadougou,Centre,+226 74 38 80 17 10,,2020-02-20,Argent,60 j,0
22069,Menage 22069,Particulier,Ouagadougou,Centre,+226 70 86 55 46 71,,2021-03-05,Standard,Comptant,0
22070,Ets b,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 75 40 78 83 15,contact22070@yahoo.fr,2018-12-28,Standard,Comptant,0
22071,Menage 22071,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 78 11 80 21 40,,2026-02-05,Or,30 j,0
22072,Menage 22072,Particulier,Kaya,Centre-Nord,+226 76 37 17 60 10,,2023-11-04,Argent,Comptant,0
22073,SARL Z,Administration,Koudougou,Centre-Ouest,+226 72 68 57 90 37,contact22073@outlook.fr,2016-10-20,Or,30 j,5000000
22074,Chantiers a,Professionnel,Ouagadougou,Centre,+226 72 78 21 62 10,,2020-08-24,Or,60 j,0
22075,Menage 22075,Particulier,Ouagadougou,Centre,+226 72 51 92 90 91,,2023-02-02,Standard,30 j,1500000
22076,SARL b,Professionnel,Bobo-Dioulasso,Hauts-Bassins,+226 72 54 72 50 98,contact22076@entreprise.bf,2025-05-26,Or,Comptant,1500000
22077,Menage 22077,Particulier,Ouagadougou,Centre,+226 79 31 34 81 96,,2023-06-30,Argent,30 j,0
22078,SARL r,Professionnel,Ouagadougou,Centre,+226 70 85 84 23 68,contact22078@outlook.fr,2025-08-22,Standard,Comptant,0
22079,Societe l,Administration,Bobo-Dioulasso,Hauts-Bassins,+226 76 12 88 91 18,,2024-12-04,Standard,Comptant,250000
22080,Societe r,Professionnel,,Centre,+226 72 59 92 87 88,,2019-01-31,Standard,Comptant,0
22081,Menage 22081,Particulier,Bobo-Dioulasso,Hauts-Bassins,+226 76 63 22 49 43,,2024-01-14,Argent,30 j,0
22082,Ets a,Entreprise,Bobo-Dioulasso,Hauts-Bassins,+226 75 15 75 69 48,contact22082@yahoo.fr,2016-07-14,Standard,60 j,250000
22083,Menage 22083,Particulier,Koudougou,Centre-Ouest,+226 70 48 99 45 96,,2022-09-19,Or,Comptant,1500000
22084,Menage 22084,Particulier,Ouagadougou,Centre,+226 74 90 23 45 98,,2022-10-04,Argent,30 j,250000
22085,Menage 22085,Particulier,Ouagadougou,Centre,+226 77 83 91 45 86,,2023-12-01,Standard,Comptant,0
