tx_ref,agent_code,client_phone,montant_xof,type_op,statut,date_op,commission,canal,id_export
TX0007787,AG20,785 73 71 011,680,out,ok,2026-05-21,7.0,Agent,7787
TX0007788,AG13,7097240736,4208,in,Reussie,2026-05-21,105.0,USSD,7788
TX0007789,AG10,7488281664,662,out,OK,2026-05-21,7.0,Agent,7789
TX0007790,AG08,7175799903,8465,out,Reussie,2026-05-21,85.0,Agent,7790
TX0007791,AG10,+226 766 03 58 934,1408,out,ok,2026-05-21,14.0,Agent,7791
TX0007792,AG02,+226 778 97 01 974,9322,out,ok,2026-05-21,93.0,Agent,7792
TX0007793,AG01,7056181861,4533,in,OK,2026-05-21,113.0,Agent,7793
TX0007794,AG07,7244337712,5715,in,Echouee,2026-05-21,143.0,Agent,7794
TX0007795,AG07,+226 795 43 05 678,787,out,Reussie,2026-05-21,8.0,Agent,7795
TX0007796,AG09,+226 771 91 83 592,1483,out,Reussie,2026-05-21,15.0,Agent,7796
TX0007797,AG12,+226 792 63 72 188,3843,out,OK,2026-05-21,38.0,Agent,7797
TX0007798,AG05,7304648049,8090,out,Echouee,2026-05-21,81.0,Agent,7798
TX0007799,AG13,+226 735 94 12 886,2881,out,REUSSI,2026-05-21,29.0,Agent,7799
TX0007800,AG03,+226 751 44 45 385,1525,out,OK,2026-05-21,15.0,USSD,7800
TX0007801,AG05,+226 765 19 90 380,769,in,Reussie,2026-05-21,19.0,USSD,7801
TX0007802,AG02,748 09 52 860,923,out,OK,2026-05-21,9.0,USSD,7802
TX0007803,AG02,753 26 46 976,2277,in,ok,2026-05-21,57.0,USSD,7803
TX0007804,AG12,+226 762 89 23 783,3224,in,OK,2026-05-21,81.0,USSD,7804
TX0007805,AG10,762 35 04 061,1882,out,Reussie,2026-05-21,19.0,Agent,7805
TX0007806,AG09,748 23 48 669,1451,out,REUSSI,2026-05-21,15.0,Agent,7806
TX0007807,AG08,7394765362,1805,out,ok,2026-05-21,18.0,USSD,7807
TX0007808,AG13,759 25 49 405,1595,out,REUSSI,2026-05-21,16.0,USSD,7808
TX0007809,AG05,7829531846,417,in,OK,2026-05-21,10.0,USSD,7809
TX0007810,AG03,+226 764 41 50 234,1476,in,Reussie,2026-05-21,37.0,USSD,7810
TX0007811,AG10,7133486908,1619,in,OK,2026-05-21,40.0,Agent,7811
TX0007812,AG01,765 63 81 570,1580,out,OK,2026-05-21,16.0,Agent,7812
TX0007813,AG11,784 60 78 722,3896,out,ok,2026-05-21,39.0,Agent,7813
TX0007814,AG17,+226 794 78 87 584,9604,in,ok,2026-05-21,240.0,Agent,7814
TX0007815,AG02,+226 789 99 56 449,2151,out,OK,2026-05-21,22.0,app,7815
TX0007816,AG04,+226 730 26 60 688,2383,in,Echouee,2026-05-21,60.0,Agent,7816
TX0007817,AG19,719 98 71 293,902,in,OK,2026-05-21,23.0,app,7817
TX0007818,AG09,+226 714 69 97 341,2067,in,Reussie,2026-05-21,52.0,USSD,7818
TX0007819,AG06,+226 742 23 82 666,368,out,ok,2026-05-21,4.0,Agent,7819
TX0007820,AG19,7333652973,2630,in,OK,2026-05-22,66.0,Agent,7820
TX0007821,AG19,722 16 06 120,3229,out,OK,2026-05-22,32.0,USSD,7821
TX0007822,AG17,+226 779 92 92 026,5877,out,OK,2026-05-22,59.0,Agent,7822
TX0007823,AG16,+226 722 00 47 713,1686,in,Reussie,2026-05-22,42.0,Agent,7823
TX0007824,AG09,758 01 42 225,2139,in,ok,2026-05-22,53.0,app,7824
TX0007825,AG08,768 37 20 364,8057,in,ok,2026-05-22,201.0,USSD,7825
TX0007826,AG20,736 07 02 844,7522,in,echec,2026-05-22,188.0,USSD,7826
TX0007827,AG02,+226 711 51 86 667,1204,in,ok,2026-05-22,30.0,Agent,7827
TX0007828,AG11,757 45 55 875,5218,out,REUSSI,2026-05-22,52.0,app,7828
TX0007829,AG09,+226 762 00 46 627,1933,out,ok,2026-05-22,19.0,app,7829
TX0007830,AG20,7210955146,432,in,echec,2026-05-22,11.0,USSD,7830
TX0007831,AG18,+226 778 72 67 280,1378,in,Echouee,2026-05-22,34.0,Agent,7831
TX0007832,AG06,732 66 53 045,2378,in,ok,2026-05-22,59.0,Agent,7832
TX0007833,AG16,7062181461,2480,out,ok,2026-05-22,25.0,Agent,7833
TX0007834,AG13,743 71 18 808,2922,in,OK,2026-05-22,73.0,USSD,7834
TX0007835,AG10,+226 755 07 62 769,1187,in,OK,2026-05-22,30.0,Agent,7835
TX0007836,AG16,+226 782 96 78 018,2338,out,ok,2026-05-22,23.0,USSD,7836
TX0007837,AG08,738 05 23 923,1503,out,Reussie,2026-05-22,15.0,USSD,7837
TX0007838,AG02,+226 782 12 62 035,9010,in,ok,2026-05-22,225.0,Agent,7838
TX0007839,AG05,7655059714,1923,out,echec,2026-05-22,19.0,USSD,7839
TX0007840,AG02,+226 797 55 21 507,2705,in,OK,2026-05-22,68.0,Agent,7840
TX0007841,AG01,+226 720 26 22 846,2806,out,REUSSI,2026-05-22,28.0,Agent,7841
TX0007842,AG01,+226 715 47 95 697,4064,out,REUSSI,2026-05-22,41.0,USSD,7842
TX0007843,AG11,762 01 30 177,2984,out,ok,2026-05-22,30.0,USSD,7843
TX0007844,AG08,795 69 05 340,12069,out,echec,2026-05-22,121.0,USSD,7844
TX0007845,AG11,726 42 80 230,4677,out,Reussie,2026-05-22,47.0,USSD,7845
TX0007846,AG07,+226 758 91 92 372,5509,in,Reussie,2026-05-22,138.0,USSD,7846
TX0007847,AG20,715 69 62 297,2177,in,Reussie,2026-05-22,54.0,USSD,7847
TX0007848,AG01,+226 705 02 99 984,2159,out,REUSSI,2026-05-22,22.0,Agent,7848
TX0007849,AG12,736 38 42 112,1468,in,ok,2026-05-22,37.0,Agent,7849
TX0007850,AG03,+226 733 54 84 790,1080,out,Echouee,2026-05-22,11.0,Agent,7850
TX0007851,AG15,+226 771 48 24 380,1423,out,echec,2026-05-22,14.0,Agent,7851
TX0007852,AG12,+226 748 83 65 967,1533,out,OK,2026-05-22,15.0,Agent,7852
TX0007853,AG06,781 01 61 963,5347,in,OK,2026-05-22,134.0,Agent,7853
TX0007854,AG09,719 04 12 455,5130,in,Echouee,2026-05-22,128.0,Agent,7854
TX0007855,AG08,7335249090,689,out,echec,2026-05-22,7.0,USSD,7855
TX0007856,AG17,+226 792 62 99 050,3110,out,echec,2026-05-22,31.0,USSD,7856
TX0007857,AG06,7732576485,914,out,REUSSI,2026-05-22,9.0,Agent,7857
TX0007858,AG05,+226 799 90 47 452,9208,in,ok,2026-05-22,230.0,Agent,7858
TX0007859,AG12,777 21 86 110,3286,in,ok,2026-05-22,82.0,USSD,7859
TX0007860,AG02,+226 772 84 11 888,1350,out,OK,2026-05-22,14.0,USSD,7860
TX0007861,AG16,+226 722 54 49 623,5331,out,OK,2026-05-22,53.0,USSD,7861
TX0007862,AG17,7459357585,5907,out,Echouee,2026-05-22,59.0,Agent,7862
TX0007863,AG08,713 30 18 837,1077,out,REUSSI,2026-05-22,11.0,USSD,7863
TX0007864,AG20,788 61 00 892,828,in,ok,2026-05-22,21.0,Agent,7864
TX0007865,AG08,7321029785,3482,in,Echouee,2026-05-22,87.0,app,7865
TX0007866,AG07,727 38 99 248,3737,out,REUSSI,2026-05-22,37.0,Agent,7866
TX0007867,AG12,+226 753 51 75 177,2115,out,REUSSI,2026-05-22,21.0,Agent,7867
TX0007868,AG08,+226 717 59 97 129,1439,out,OK,2026-05-22,14.0,USSD,7868
TX0007869,AG13,784 83 27 338,6727,out,Reussie,2026-05-22,67.0,Agent,7869
TX0007870,AG14,736 88 46 136,2566,out,OK,2026-05-22,26.0,Agent,7870
TX0007871,AG06,750 55 74 744,585,out,OK,2026-05-22,6.0,Agent,7871
TX0007872,AG06,+226 773 48 69 479,10857,out,ok,2026-05-22,109.0,USSD,7872
TX0007873,AG12,+226 737 69 84 701,13520,out,REUSSI,2026-05-22,135.0,Agent,7873
TX0007874,AG03,752 14 76 263,2312,out,ok,2026-05-22,23.0,Agent,7874
TX0007875,AG17,793 70 60 655,4216,out,Reussie,2026-05-22,42.0,Agent,7875
TX0007876,AG04,702 67 52 291,869,out,ok,2026-05-22,9.0,USSD,7876
TX0007877,AG16,700 61 36 466,1261,out,Echouee,2026-05-22,13.0,Agent,7877
TX0007878,AG08,764 15 66 674,2801,out,ok,2026-05-22,28.0,USSD,7878
TX0007879,AG03,+226 762 31 81 120,3028,in,OK,2026-05-22,76.0,USSD,7879
TX0007880,AG15,+226 711 05 24 368,6566,out,ok,2026-05-22,66.0,Agent,7880
TX0007881,AG15,750 01 00 075,4059,in,REUSSI,2026-05-23,101.0,USSD,7881
TX0007882,AG07,7237863836,2160,in,REUSSI,2026-05-23,54.0,app,7882
TX0007883,AG04,7103061482,5411,out,Echouee,2026-05-23,54.0,app,7883
TX0007884,AG20,+226 708 85 02 067,4871,in,echec,2026-05-23,122.0,USSD,7884
TX0007885,AG13,756 75 26 694,1803,in,Reussie,2026-05-23,45.0,Agent,7885
TX0007886,AG01,783 75 48 835,1260,in,OK,2026-05-23,32.0,USSD,7886
TX0007887,AG19,+226 782 26 96 665,6021,out,Echouee,2026-05-23,60.0,Agent,7887
TX0007888,AG02,+226 709 66 53 224,3393,out,REUSSI,2026-05-23,34.0,app,7888
TX0007889,AG04,+226 785 08 72 213,2533,in,Reussie,2026-05-23,63.0,app,7889
TX0007890,AG17,741 77 65 599,948,out,REUSSI,2026-05-23,9.0,Agent,7890
TX0007891,AG06,720 07 17 521,3929,in,REUSSI,2026-05-23,98.0,Agent,7891
TX0007892,AG09,749 88 50 668,2527,in,echec,2026-05-23,63.0,Agent,7892
TX0007893,AG15,+226 764 61 67 654,3559,in,REUSSI,2026-05-23,89.0,app,7893
TX0007894,AG14,+226 731 75 53 553,3082,in,echec,2026-05-23,77.0,USSD,7894
TX0007895,AG08,723 01 06 744,3045,out,REUSSI,2026-05-23,30.0,Agent,7895
TX0007896,AG05,+226 752 03 61 021,734,out,REUSSI,2026-05-23,7.0,Agent,7896
TX0007897,AG11,+226 782 47 12 199,14368,out,Reussie,2026-05-23,144.0,Agent,7897
TX0007898,AG12,+226 774 77 81 866,5531,in,Reussie,2026-05-23,138.0,USSD,7898
TX0007899,AG03,738 05 52 555,5039,out,OK,2026-05-23,50.0,USSD,7899
TX0007900,AG02,+226 783 78 89 518,2821,in,REUSSI,2026-05-23,71.0,USSD,7900
TX0007901,AG11,7426189340,1875,in,Reussie,2026-05-23,47.0,Agent,7901
TX0007902,AG03,+226 782 91 15 408,1366,in,OK,2026-05-23,34.0,Agent,7902
TX0007903,AG13,794 90 65 102,2802,out,Reussie,2026-05-23,28.0,Agent,7903
TX0007904,AG08,765 76 53 126,416,in,Reussie,2026-05-23,10.0,USSD,7904
TX0007905,AG08,7320282198,6261,out,OK,2026-05-23,63.0,USSD,7905
TX0007906,AG12,737 42 89 928,636,out,OK,2026-05-23,6.0,app,7906
TX0007907,AG10,751 43 44 939,38771,in,ok,2026-05-23,969.0,USSD,7907
TX0007908,AG01,+226 784 53 64 592,2452,in,Echouee,2026-05-23,61.0,Agent,7908
TX0007909,AG20,+226 742 24 92 685,306,out,OK,2026-05-23,3.0,USSD,7909
TX0007910,AG09,764 50 47 210,2954,out,OK,2026-05-23,30.0,app,7910
TX0007911,AG04,+226 707 37 73 548,4134,in,OK,2026-05-23,103.0,Agent,7911
TX0007912,AG03,+226 793 71 10 173,1231,in,ok,2026-05-23,31.0,USSD,7912
TX0007913,AG20,773 85 06 013,1077,out,Reussie,2026-05-23,11.0,Agent,7913
TX0007914,AG15,715 86 81 329,1066,in,REUSSI,2026-05-23,27.0,Agent,7914
TX0007915,AG10,+226 744 18 77 059,780,in,ok,2026-05-23,20.0,USSD,7915
TX0007916,AG05,745 56 75 688,1376,in,Reussie,2026-05-23,34.0,USSD,7916
TX0007917,AG02,768 51 81 553,1960,in,Reussie,2026-05-23,49.0,USSD,7917
TX0007918,AG13,+226 788 39 25 094,2859,out,REUSSI,2026-05-24,29.0,USSD,7918
TX0007919,AG16,789 51 98 280,6322,in,Reussie,2026-05-24,158.0,USSD,7919
TX0007920,AG15,+226 713 69 10 849,10939,out,Reussie,2026-05-24,109.0,USSD,7920
TX0007921,AG14,+226 769 93 02 306,3276,out,echec,2026-05-24,33.0,USSD,7921
TX0007922,AG09,+226 759 09 55 096,6696,out,echec,2026-05-24,67.0,Agent,7922
TX0007923,AG05,+226 705 46 03 129,3779,in,ok,2026-05-24,94.0,Agent,7923
TX0007924,AG12,705 63 99 193,3682,out,echec,2026-05-25,37.0,Agent,7924
TX0007925,AG07,+226 790 12 74 843,3294,in,OK,2026-05-25,82.0,Agent,7925
TX0007926,AG02,7670263391,1699,out,ok,2026-05-25,17.0,Agent,7926
TX0007927,AG08,+226 734 56 43 644,8614,in,ok,2026-05-25,215.0,Agent,7927
TX0007928,AG03,7940172915,6198,in,OK,2026-05-25,155.0,USSD,7928
TX0007929,AG02,+226 775 98 04 218,1591,in,echec,2026-05-25,40.0,Agent,7929
TX0007930,AG18,7182791762,3007,out,OK,2026-05-25,30.0,app,7930
TX0007931,AG10,+226 761 09 73 387,3139,in,Reussie,2026-05-25,78.0,Agent,7931
TX0007932,AG20,786 51 22 090,3202,in,OK,2026-05-25,80.0,Agent,7932
TX0007933,AG14,7800977415,865,in,Reussie,2026-05-25,22.0,Agent,7933
TX0007934,AG05,+226 757 67 82 190,1328,in,Reussie,2026-05-25,33.0,USSD,7934
TX0007935,AG07,798 46 72 093,7270,in,REUSSI,2026-05-25,182.0,USSD,7935
TX0007936,AG20,7145152284,2181,in,ok,2026-05-25,55.0,USSD,7936
TX0007937,AG01,+226 712 81 17 000,4181,in,REUSSI,2026-05-25,105.0,Agent,7937
TX0007938,AG16,706 58 82 826,4417,in,OK,2026-05-25,110.0,USSD,7938
TX0007939,AG09,+226 785 20 27 371,1156,out,OK,2026-05-25,12.0,USSD,7939
TX0007940,AG03,7837005875,877,out,OK,2026-05-25,9.0,app,7940
TX0007941,AG20,+226 774 74 19 205,4615,in,echec,2026-05-25,115.0,USSD,7941
TX0007942,AG13,798 78 59 629,665,out,ok,2026-05-25,7.0,Agent,7942
TX0007943,AG17,7545127462,15694,out,echec,2026-05-25,157.0,USSD,7943
TX0007944,AG12,+226 706 33 77 611,1042,in,OK,2026-05-25,26.0,Agent,7944
TX0007945,AG13,+226 713 75 22 106,1479,out,REUSSI,2026-05-25,15.0,USSD,7945
TX0007946,AG14,+226 795 78 51 964,14408,in,echec,2026-05-25,360.0,USSD,7946
TX0007947,AG12,+226 769 40 79 985,804,out,Reussie,2026-05-25,8.0,Agent,7947
TX0007948,AG20,7815847172,503,in,ok,2026-05-25,13.0,USSD,7948
TX0007949,AG06,718 25 21 014,2047,in,ok,2026-05-25,51.0,Agent,7949
TX0007950,AG20,+226 733 22 95 793,4280,in,Reussie,2026-05-25,107.0,Agent,7950
TX0007951,AG16,7909998834,3255,in,REUSSI,2026-05-25,81.0,USSD,7951
TX0007952,AG04,+226 771 88 74 096,6418,in,Echouee,2026-05-25,160.0,USSD,7952
TX0007953,AG20,+226 730 23 91 848,1451,in,ok,2026-05-25,36.0,Agent,7953
TX0007954,AG16,+226 751 55 11 458,6260,in,ok,2026-05-25,156.0,Agent,7954
TX0007955,AG19,730 25 73 201,1346,in,Echouee,2026-05-25,34.0,Agent,7955
TX0007956,AG16,721 45 97 708,3599,out,Reussie,2026-05-25,36.0,Agent,7956
TX0007957,AG14,+226 772 61 83 125,2764,out,ok,2026-05-25,28.0,Agent,7957
TX0007958,AG15,7553120069,2069,in,OK,2026-05-25,52.0,Agent,7958
TX0007959,AG02,726 83 82 749,5766,out,ok,2026-05-25,58.0,USSD,7959
TX0007960,AG09,+226 713 84 90 174,1962,in,Reussie,2026-05-25,49.0,USSD,7960
TX0007961,AG17,+226 781 07 01 735,3704,in,Echouee,2026-05-25,93.0,USSD,7961
TX0007962,AG19,703 54 60 271,4245,in,REUSSI,2026-05-25,106.0,Agent,7962
TX0007963,AG03,+226 732 66 64 734,3352,in,Reussie,2026-05-25,84.0,USSD,7963
TX0007964,AG12,745 13 44 188,764,out,ok,2026-05-25,8.0,USSD,7964
TX0007965,AG15,+226 700 88 25 841,2195,out,OK,2026-05-25,22.0,USSD,7965
TX0007966,AG06,7608456368,898,out,echec,2026-05-25,9.0,app,7966
TX0007967,AG20,733 74 27 222,5710,in,OK,2026-05-25,143.0,Agent,7967
TX0007968,AG02,+226 797 29 05 953,2003,out,OK,2026-05-25,20.0,USSD,7968
TX0007969,AG10,7734800853,1445,in,ok,2026-05-25,36.0,Agent,7969
TX0007970,AG06,+226 722 86 82 872,3198,out,Reussie,2026-05-25,32.0,app,7970
TX0007971,AG03,+226 793 30 52 578,21999,out,OK,2026-05-25,220.0,Agent,7971
TX0007972,AG13,7676084692,1438,in,REUSSI,2026-05-25,36.0,Agent,7972
TX0007973,AG18,+226 746 32 72 101,1242,out,OK,2026-05-25,12.0,Agent,7973
TX0007974,AG01,748 34 27 006,4039,in,ok,2026-05-25,101.0,USSD,7974
TX0007975,AG11,+226 747 30 06 648,383,in,OK,2026-05-25,10.0,Agent,7975
TX0007976,AG20,735 23 90 108,2886,out,REUSSI,2026-05-25,29.0,Agent,7976
TX0007977,AG09,726 19 39 105,3737,in,Reussie,2026-05-25,93.0,Agent,7977
TX0007978,AG16,749 05 28 050,3566,out,echec,2026-05-25,36.0,Agent,7978
TX0007979,AG18,756 97 15 448,1422,out,OK,2026-05-25,14.0,Agent,7979
TX0007980,AG04,704 66 61 036,3769,out,echec,2026-05-25,38.0,USSD,7980
TX0007981,AG09,+226 737 44 86 776,2613,out,Reussie,2026-05-25,26.0,Agent,7981
TX0007982,AG03,+226 725 13 62 868,12962,in,REUSSI,2026-05-25,324.0,Agent,7982
TX0007983,AG11,+226 708 44 59 710,604,out,REUSSI,2026-05-25,6.0,Agent,7983
TX0007984,AG06,+226 793 52 52 771,2284,out,Echouee,2026-05-25,23.0,USSD,7984
TX0007985,AG07,7316946160,2508,in,OK,2026-05-25,63.0,app,7985
TX0007986,AG17,719 32 18 821,1634,in,ok,2026-05-25,41.0,Agent,7986
TX0007987,AG17,791 00 68 280,1573,out,REUSSI,2026-05-25,16.0,USSD,7987
TX0007988,AG16,7467173797,4791,out,ok,2026-05-25,48.0,Agent,7988
TX0007989,AG19,778 16 31 468,3366,in,OK,2026-05-25,84.0,Agent,7989
TX0007990,AG10,+226 753 49 35 817,902,in,Reussie,2026-05-25,23.0,Agent,7990
TX0007991,AG19,7982972663,824,in,OK,2026-05-25,21.0,USSD,7991
TX0007992,AG18,+226 708 29 89 343,1315,in,Reussie,2026-05-25,33.0,USSD,7992
TX0007993,AG02,7144174257,2563,in,OK,2026-05-25,64.0,USSD,7993
TX0007994,AG01,706 13 00 576,6026,in,REUSSI,2026-05-25,151.0,Agent,7994
TX0007995,AG12,+226 790 51 80 800,3512,in,REUSSI,2026-05-25,88.0,USSD,7995
TX0007996,AG08,7177786232,2611,in,OK,2026-05-25,65.0,Agent,7996
TX0007997,AG13,+226 775 57 96 770,1411,out,ok,2026-05-25,14.0,Agent,7997
TX0007998,AG19,7340338798,1653,in,OK,2026-05-25,41.0,USSD,7998
TX0007999,AG17,785 16 37 721,1484,out,ok,2026-05-25,15.0,USSD,7999
TX0008000,AG08,+226 745 10 99 316,5060,in,Echouee,2026-05-25,126.0,Agent,8000
TX0008001,AG16,762 06 41 718,5201,in,ok,2026-05-25,130.0,USSD,8001
TX0008002,AG15,771 81 20 159,2239,out,Reussie,2026-05-26,22.0,Agent,8002
TX0008003,AG12,7391801963,12265,out,REUSSI,2026-05-26,123.0,USSD,8003
TX0008004,AG17,781 95 20 507,1860,out,ok,2026-05-26,19.0,USSD,8004
TX0008005,AG05,+226 716 42 11 626,1399,in,OK,2026-05-26,35.0,Agent,8005
TX0008006,AG14,768 15 96 266,940,out,REUSSI,2026-05-26,9.0,Agent,8006
TX0008007,AG15,+226 779 12 93 540,5303,out,echec,2026-05-26,53.0,Agent,8007
TX0008008,AG11,7644065199,9356,in,REUSSI,2026-05-26,234.0,Agent,8008
TX0008009,AG14,787 33 47 239,3565,out,Echouee,2026-05-26,36.0,Agent,8009
TX0008010,AG11,+226 755 37 35 469,40484,in,OK,2026-05-26,1012.0,USSD,8010
TX0008011,AG04,772 89 66 859,2190,in,OK,2026-05-26,55.0,Agent,8011
TX0008012,AG19,7418857737,1979,in,Echouee,2026-05-26,49.0,USSD,8012
TX0008013,AG11,+226 756 21 23 537,2690,in,OK,2026-05-26,67.0,USSD,8013
TX0008014,AG19,7538911231,2212,out,ok,2026-05-26,22.0,Agent,8014
TX0008015,AG02,767 79 48 539,9773,out,Echouee,2026-05-26,98.0,USSD,8015
TX0008016,AG20,+226 738 96 48 649,7596,in,ok,2026-05-26,190.0,Agent,8016
TX0008017,AG18,+226 701 94 02 177,1003,in,OK,2026-05-26,25.0,app,8017
TX0008018,AG03,7709757227,833,out,REUSSI,2026-05-26,8.0,Agent,8018
TX0008019,AG11,7692473208,3199,in,Reussie,2026-05-26,80.0,Agent,8019
TX0008020,AG19,+226 775 18 48 291,2149,in,REUSSI,2026-05-26,54.0,Agent,8020
TX0008021,AG03,+226 770 91 92 669,1304,in,OK,2026-05-26,33.0,USSD,8021
TX0008022,AG16,7888719409,7359,out,OK,2026-05-26,74.0,USSD,8022
TX0008023,AG05,+226 738 06 63 078,2257,in,ok,2026-05-26,56.0,USSD,8023
TX0008024,AG15,733 11 93 353,5291,in,ok,2026-05-26,132.0,USSD,8024
TX0008025,AG14,707 05 12 713,3071,out,echec,2026-05-26,31.0,USSD,8025
TX0008026,AG20,7457736426,1428,out,OK,2026-05-26,14.0,USSD,8026
TX0008027,AG02,752 54 43 936,5725,out,REUSSI,2026-05-26,57.0,Agent,8027
TX0008028,AG10,+226 782 99 96 662,1597,in,REUSSI,2026-05-26,40.0,Agent,8028
TX0008029,AG06,+226 767 54 61 571,9916,out,ok,2026-05-26,99.0,Agent,8029
TX0008030,AG09,7442505061,3450,in,REUSSI,2026-05-26,86.0,Agent,8030
TX0008031,AG04,+226 747 86 18 734,1358,in,Reussie,2026-05-26,34.0,USSD,8031
TX0008032,AG05,7169240755,4268,out,ok,2026-05-26,43.0,USSD,8032
TX0008033,AG16,+226 770 61 18 428,1890,in,Reussie,2026-05-26,47.0,USSD,8033
TX0008034,AG02,706 18 07 731,1289,in,Echouee,2026-05-26,32.0,Agent,8034
TX0008035,AG05,+226 754 23 59 093,1020,in,OK,2026-05-26,26.0,Agent,8035
TX0008036,AG05,7953289242,1884,out,Reussie,2026-05-26,19.0,app,8036
TX0008037,AG10,+226 799 84 00 856,2086,in,Echouee,2026-05-26,52.0,USSD,8037
TX0008038,AG14,+226 788 23 46 700,15651,in,Echouee,2026-05-26,391.0,Agent,8038
TX0008039,AG09,7452968201,794,out,OK,2026-05-26,8.0,Agent,8039
TX0008040,AG13,+226 750 72 75 858,4515,in,REUSSI,2026-05-26,113.0,USSD,8040
TX0008041,AG02,7068741246,3910,in,OK,2026-05-26,98.0,USSD,8041
TX0008042,AG16,714 90 69 661,658,out,OK,2026-05-26,7.0,Agent,8042
TX0008043,AG15,7464378468,17950,out,Reussie,2026-05-26,180.0,USSD,8043
TX0008044,AG11,+226 702 79 81 326,634,in,Echouee,2026-05-26,16.0,Agent,8044
TX0008045,AG08,+226 710 16 15 279,5731,out,Echouee,2026-05-26,57.0,Agent,8045
TX0008046,AG16,+226 747 62 59 288,11590,out,Echouee,2026-05-26,116.0,USSD,8046
TX0008047,AG10,+226 701 64 87 254,5404,in,ok,2026-05-26,135.0,USSD,8047
TX0008048,AG09,7264898963,3291,in,REUSSI,2026-05-26,82.0,USSD,8048
TX0008049,AG05,778 05 70 186,1196,in,OK,2026-05-26,30.0,USSD,8049
TX0008050,AG02,714 00 68 260,1639,out,REUSSI,2026-05-26,16.0,Agent,8050
TX0008051,AG19,+226 730 53 21 483,4999,in,echec,2026-05-26,125.0,Agent,8051
TX0008052,AG12,+226 775 36 80 976,2554,in,OK,2026-05-26,64.0,USSD,8052
TX0008053,AG04,732 84 73 773,1615,out,REUSSI,2026-05-26,16.0,USSD,8053
TX0008054,AG11,+226 744 27 72 311,993,in,echec,2026-05-26,25.0,USSD,8054
TX0008055,AG14,742 11 58 276,1101,in,OK,2026-05-26,28.0,Agent,8055
TX0008056,AG18,+226 744 05 60 716,818,out,ok,2026-05-26,8.0,USSD,8056
TX0008057,AG15,+226 704 35 29 195,1561,in,ok,2026-05-26,39.0,Agent,8057
TX0008058,AG13,779 63 56 229,6848,out,REUSSI,2026-05-26,68.0,Agent,8058
TX0008059,AG20,+226 776 80 02 346,837,in,ok,2026-05-26,21.0,USSD,8059
TX0008060,AG17,+226 792 96 08 562,689,in,Echouee,2026-05-26,17.0,USSD,8060
TX0008061,AG11,+226 723 99 55 240,4928,out,REUSSI,2026-05-26,49.0,USSD,8061
TX0008062,AG12,+226 700 33 27 658,637,out,REUSSI,2026-05-26,6.0,Agent,8062
TX0008063,AG15,+226 759 34 23 111,932,in,OK,2026-05-26,23.0,Agent,8063
TX0008064,AG18,702 51 32 370,1017,in,Reussie,2026-05-26,25.0,app,8064
TX0008065,AG15,714 53 62 360,911,in,ok,2026-05-26,23.0,Agent,8065
TX0008066,AG18,+226 755 74 29 726,3739,out,REUSSI,2026-05-26,37.0,Agent,8066
TX0008067,AG15,+226 791 73 39 926,2731,out,ok,2026-05-26,27.0,USSD,8067
TX0008068,AG09,+226 766 50 41 133,1433,in,REUSSI,2026-05-26,36.0,Agent,8068
TX0008069,AG05,7367442343,1435,in,REUSSI,2026-05-26,36.0,USSD,8069
TX0008070,AG17,791 09 23 711,5222,in,Reussie,2026-05-27,131.0,USSD,8070
TX0008071,AG14,+226 764 95 40 925,1675,in,ok,2026-05-27,42.0,Agent,8071
TX0008072,AG17,+226 741 35 23 684,1323,in,Reussie,2026-05-27,33.0,Agent,8072
TX0008073,AG14,+226 753 15 66 277,1008,out,Echouee,2026-05-27,10.0,USSD,8073
TX0008074,AG03,7984731361,13563,in,OK,2026-05-27,339.0,Agent,8074
TX0008075,AG19,+226 733 70 04 652,2075,out,echec,2026-05-27,21.0,Agent,8075
TX0008076,AG20,+226 737 27 81 077,4123,in,REUSSI,2026-05-27,103.0,Agent,8076
TX0008077,AG13,760 90 39 806,15558,in,Reussie,2026-05-27,389.0,app,8077
TX0008078,AG01,745 18 01 656,3326,in,Echouee,2026-05-27,83.0,Agent,8078
TX0008079,AG08,7252279221,1990,in,Echouee,2026-05-27,50.0,USSD,8079
TX0008080,AG08,755 71 33 475,792,in,REUSSI,2026-05-27,20.0,Agent,8080
TX0008081,AG10,+226 722 49 96 710,4349,in,ok,2026-05-27,109.0,USSD,8081
TX0008082,AG19,+226 796 73 90 669,860,in,echec,2026-05-27,22.0,Agent,8082
TX0008083,AG19,751 86 41 319,2585,out,Echouee,2026-05-27,26.0,Agent,8083
TX0008084,AG14,7033793814,15533,out,echec,2026-05-27,155.0,Agent,8084
TX0008085,AG10,743 36 07 613,1263,in,REUSSI,2026-05-27,32.0,USSD,8085
TX0008086,AG04,7663367723,3714,out,echec,2026-05-27,37.0,Agent,8086
TX0008087,AG12,749 94 16 287,1433,out,REUSSI,2026-05-27,14.0,USSD,8087
TX0008088,AG05,737 34 18 627,1611,out,Echouee,2026-05-27,16.0,Agent,8088
TX0008089,AG09,7020082791,2298,out,OK,2026-05-27,23.0,USSD,8089
TX0008090,AG18,+226 721 39 41 892,7399,out,Reussie,2026-05-27,74.0,USSD,8090
TX0008091,AG02,729 01 48 165,19214,in,REUSSI,2026-05-27,480.0,Agent,8091
TX0008092,AG13,+226 799 98 36 630,2651,in,REUSSI,2026-05-27,66.0,Agent,8092
